gid,in_deg,out_deg,in_kzt,out_kzt,pass_through,depth,is_seed,truncated_by_depth,cluster_id,role,role_score,rule_id,evidence,rule_description,priority_turnover,priority_degree,priority_role,priority_score,why
100000004076740100,3,6,93250.0,125000.0,1.3404825737265416,1,False,False,34,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 3/93250 KZT; выход: 6/125000 KZT; k=1.34; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.724644128113879,0.9590747330960854,0.025,0.58508,"P=0.585: оборот 0.72×0.4, связи 0.96×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 3/93250 KZT; выход: 6/125000 KZT; k=1.34; depth=1."
100000004077081100,1,4,140000.0,615000.0,4.392857142857143,3,False,False,3,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/140000 KZT; выход: 4/615000 KZT; k=4.39; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.9025800711743772,0.9123665480427047,0.025,0.642242,"P=0.642: оборот 0.90×0.4, связи 0.91×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/140000 KZT; выход: 4/615000 KZT; k=4.39; depth=3."
100000004094958100,1,1,39000.0,40000.0,1.0256410256410255,1,False,False,49,transit,0.6,balanced_observed_flow,Гипотеза транзита. Вход: 1/39000 KZT; выход: 1/40000 KZT; k=1.03; depth=1.,"не seed; in_deg>0, out_deg>0; 0.8≤k≤1.2; предыдущие правила не сработали",0.5191281138790036,0.7704626334519573,0.39,0.55579,"P=0.556: оборот 0.52×0.4, связи 0.77×0.3, роль 0.39×0.3. Гипотеза транзита. Вход: 1/39000 KZT; выход: 1/40000 KZT; k=1.03; depth=1."
100000004096559100,1,0,46200.0,0.0,0.0,3,False,False,8,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/46200 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.40080071174377224,0.6258896797153025,0.025,0.355587,"P=0.356: оборот 0.40×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/46200 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000004097972100,1,2,118878.0,10000.0,0.0841198539679335,3,False,False,1,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/118878 KZT; выход: 2/10000 KZT; k=0.08; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.6236654804270463,0.8514234875444839,0.025,0.512393,"P=0.512: оборот 0.62×0.4, связи 0.85×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/118878 KZT; выход: 2/10000 KZT; k=0.08; depth=3."
100000004099450100,1,0,31000.0,0.0,0.0,3,False,False,1,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/31000 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.31983985765124556,0.6258896797153025,0.025,0.323203,"P=0.323: оборот 0.32×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/31000 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000004105288100,2,0,215000.0,0.0,0.0,1,False,False,3,terminal,0.5,observed_terminal,Гипотеза конечного получения. Вход: 2/215000 KZT; выход: 0/0 KZT; k=0.00; depth=1.,не seed; depth<4; out_deg=0; in_kzt≥166819.70 (Q75 положительных входов); предыдущие правила не сработали,0.7215302491103203,0.7704626334519573,0.25,0.594751,"P=0.595: оборот 0.72×0.4, связи 0.77×0.3, роль 0.25×0.3. Гипотеза конечного получения. Вход: 2/215000 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000004107228100,1,0,5000.0,0.0,0.0,4,False,True,3,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/5000 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.023131672597864767,0.6258896797153025,0.010000000000000002,0.20002,"P=0.200: оборот 0.02×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/5000 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000004114962100,2,0,165000.0,0.0,0.0,3,False,False,7,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 2/165000 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.6743772241992882,0.7704626334519573,0.025,0.50839,"P=0.508: оборот 0.67×0.4, связи 0.77×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 2/165000 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000004130144100,1,0,200000.0,0.0,0.0,1,False,False,8,terminal,0.5,observed_terminal,Гипотеза конечного получения. Вход: 1/200000 KZT; выход: 0/0 KZT; k=0.00; depth=1.,не seed; depth<4; out_deg=0; in_kzt≥166819.70 (Q75 положительных входов); предыдущие правила не сработали,0.7135231316725978,0.6258896797153025,0.25,0.548176,"P=0.548: оборот 0.71×0.4, связи 0.63×0.3, роль 0.25×0.3. Гипотеза конечного получения. Вход: 1/200000 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000004134060100,1,0,88179.0,0.0,0.0,2,False,False,17,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/88179 KZT; выход: 0/0 KZT; k=0.00; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.5462633451957295,0.6258896797153025,0.025,0.413772,"P=0.414: оборот 0.55×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/88179 KZT; выход: 0/0 KZT; k=0.00; depth=2."
100000004135268100,2,3,1239000.0,1000200.0,0.8072639225181598,1,False,False,52,transit,0.6,balanced_observed_flow,Гипотеза транзита. Вход: 2/1239000 KZT; выход: 3/1000200 KZT; k=0.81; depth=1.,"не seed; in_deg>0, out_deg>0; 0.8≤k≤1.2; предыдущие правила не сработали",0.974644128113879,0.9123665480427047,0.39,0.780568,"P=0.781: оборот 0.97×0.4, связи 0.91×0.3, роль 0.39×0.3. Гипотеза транзита. Вход: 2/1239000 KZT; выход: 3/1000200 KZT; k=0.81; depth=1."
100000004140487100,1,10,24510.0,262600.0,10.713994288045695,3,False,False,3,distributor,0.75,fan_out,Гипотеза распределения. Вход: 1/24510 KZT; выход: 10/262600 KZT; k=10.71; depth=3.,out_deg≥10; предыдущее правило не сработало,0.7713523131672598,0.9697508896797153,0.6000000000000001,0.779466,"P=0.779: оборот 0.77×0.4, связи 0.97×0.3, роль 0.60×0.3. Гипотеза распределения. Вход: 1/24510 KZT; выход: 10/262600 KZT; k=10.71; depth=3."
100000004140994100,1,0,18650.0,0.0,0.0,3,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/18650 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.18905693950177935,0.6258896797153025,0.025,0.27089,"P=0.271: оборот 0.19×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/18650 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000004144536100,4,0,168000.0,0.0,0.0,1,False,False,24,consolidator,0.7,many_in_low_out,Гипотеза консолидации. Вход: 4/168000 KZT; выход: 0/0 KZT; k=0.00; depth=1.,не seed; in_deg≥3; k≤0.5; предыдущие правила не сработали,0.6779359430604982,0.8879003558718861,0.595,0.716044,"P=0.716: оборот 0.68×0.4, связи 0.89×0.3, роль 0.59×0.3. Гипотеза консолидации. Вход: 4/168000 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000004150593100,1,11,57000.0,871165.0,15.28359649122807,2,False,False,4,distributor,0.75,fan_out,Гипотеза распределения. Вход: 1/57000 KZT; выход: 11/871165 KZT; k=15.28; depth=2.,out_deg≥10; предыдущее правило не сработало,0.9225978647686833,0.9724199288256228,0.6000000000000001,0.840765,"P=0.841: оборот 0.92×0.4, связи 0.97×0.3, роль 0.60×0.3. Гипотеза распределения. Вход: 1/57000 KZT; выход: 11/871165 KZT; k=15.28; depth=2."
100000004156082100,5,26,377366.11,2319556.0,6.146699288921308,1,False,False,15,coordinator,0.65,coordinator_both_sides,Гипотеза связующего узла. Вход: 5/377366 KZT; выход: 26/2319556 KZT; k=6.15; depth=1.,"in_deg≥3, out_deg≥3, оборот≥1441669.75 KZT (Q95)",0.9817615658362989,0.9911032028469751,0.65,0.885036,"P=0.885: оборот 0.98×0.4, связи 0.99×0.3, роль 0.65×0.3. Гипотеза связующего узла. Вход: 5/377366 KZT; выход: 26/2319556 KZT; k=6.15; depth=1."
100000004158362100,1,0,12000.0,0.0,0.0,2,False,False,1,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/12000 KZT; выход: 0/0 KZT; k=0.00; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.10631672597864769,0.6258896797153025,0.025,0.237794,"P=0.238: оборот 0.11×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/12000 KZT; выход: 0/0 KZT; k=0.00; depth=2."
100000004159526100,4,4,275037.0,68000.0,0.24723946232688693,1,False,False,14,consolidator,0.7,many_in_low_out,Гипотеза консолидации. Вход: 4/275037 KZT; выход: 4/68000 KZT; k=0.25; depth=1.,не seed; in_deg≥3; k≤0.5; предыдущие правила не сработали,0.797153024911032,0.9555160142348754,0.595,0.784016,"P=0.784: оборот 0.80×0.4, связи 0.96×0.3, роль 0.59×0.3. Гипотеза консолидации. Вход: 4/275037 KZT; выход: 4/68000 KZT; k=0.25; depth=1."
100000004160650100,2,10,75100.0,1489827.0,19.83790945406125,2,False,False,24,distributor,0.75,fan_out,Гипотеза распределения. Вход: 2/75100 KZT; выход: 10/1489827 KZT; k=19.84; depth=2.,out_deg≥10; предыдущее правило не сработало,0.9555160142348754,0.9724199288256228,0.6000000000000001,0.853932,"P=0.854: оборот 0.96×0.4, связи 0.97×0.3, роль 0.60×0.3. Гипотеза распределения. Вход: 2/75100 KZT; выход: 10/1489827 KZT; k=19.84; depth=2."
100000004167082100,1,0,13300.0,0.0,0.0,4,False,True,13,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/13300 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.11877224199288257,0.6258896797153025,0.010000000000000002,0.238276,"P=0.238: оборот 0.12×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/13300 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000004174835100,0,0,0.0,0.0,,0,True,False,77,peripheral,0.1,seed_no_outgoing,Seed без исходящих; нет наблюдаемых связей. Вход: 0/0 KZT; выход: 0/0 KZT; k=н/д; depth=0.,is_seed=True и out_deg=0: недостаточно данных о функции seed,0.0,0.0,0.010000000000000002,0.0,"P=0.000: оборот 0.00×0.4, связи 0.00×0.3, роль 0.01×0.3. Seed без исходящих; нет наблюдаемых связей. Вход: 0/0 KZT; выход: 0/0 KZT; k=н/д; depth=0."
100000004177936100,1,0,10000.0,0.0,0.0,4,False,True,6,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/10000 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.09208185053380782,0.6258896797153025,0.010000000000000002,0.2276,"P=0.228: оборот 0.09×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/10000 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000004180097100,3,3,104854.0,47800.0,0.4558719743643542,1,False,False,1,consolidator,0.7,many_in_low_out,Гипотеза консолидации. Вход: 3/104854 KZT; выход: 3/47800 KZT; k=0.46; depth=1.,не seed; in_deg≥3; k≤0.5; предыдущие правила не сработали,0.6574733096085409,0.9314946619217082,0.595,0.720938,"P=0.721: оборот 0.66×0.4, связи 0.93×0.3, роль 0.59×0.3. Гипотеза консолидации. Вход: 3/104854 KZT; выход: 3/47800 KZT; k=0.46; depth=1."
100000004183610100,1,1,22000.0,915000.0,41.59090909090909,3,False,False,13,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/22000 KZT; выход: 1/915000 KZT; k=41.59; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.9230427046263345,0.7704626334519573,0.025,0.607856,"P=0.608: оборот 0.92×0.4, связи 0.77×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/22000 KZT; выход: 1/915000 KZT; k=41.59; depth=3."
100000004184158100,1,0,203805.0,0.0,0.0,3,False,False,1,terminal,0.5,observed_terminal,Гипотеза конечного получения. Вход: 1/203805 KZT; выход: 0/0 KZT; k=0.00; depth=3.,не seed; depth<4; out_deg=0; in_kzt≥166819.70 (Q75 положительных входов); предыдущие правила не сработали,0.7166370106761566,0.6258896797153025,0.25,0.549422,"P=0.549: оборот 0.72×0.4, связи 0.63×0.3, роль 0.25×0.3. Гипотеза конечного получения. Вход: 1/203805 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000004185681100,1,0,10000.0,0.0,0.0,3,False,False,3,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/10000 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.09208185053380782,0.6258896797153025,0.025,0.2321,"P=0.232: оборот 0.09×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/10000 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000004186824100,2,1,451700.0,7000.0,0.015497011290679655,1,False,False,4,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 2/451700 KZT; выход: 1/7000 KZT; k=0.02; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.847864768683274,0.8514234875444839,0.025,0.602073,"P=0.602: оборот 0.85×0.4, связи 0.85×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 2/451700 KZT; выход: 1/7000 KZT; k=0.02; depth=1."
100000004188160100,2,5,87862.0,133846.0,1.5233661878855478,1,False,False,4,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 2/87862 KZT; выход: 5/133846 KZT; k=1.52; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.7273131672597865,0.9435053380782918,0.025,0.581477,"P=0.581: оборот 0.73×0.4, связи 0.94×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 2/87862 KZT; выход: 5/133846 KZT; k=1.52; depth=1."
100000004192107100,1,0,25000.0,0.0,0.0,2,False,False,3,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/25000 KZT; выход: 0/0 KZT; k=0.00; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.26601423487544484,0.6258896797153025,0.025,0.301673,"P=0.302: оборот 0.27×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/25000 KZT; выход: 0/0 KZT; k=0.00; depth=2."
100000004192865100,1,0,66666.0,0.0,0.0,2,False,False,29,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/66666 KZT; выход: 0/0 KZT; k=0.00; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.4928825622775801,0.6258896797153025,0.025,0.39242,"P=0.392: оборот 0.49×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/66666 KZT; выход: 0/0 KZT; k=0.00; depth=2."
100000004193835100,1,1,47000.0,5000.0,0.10638297872340426,0,True,False,4,peripheral,0.2,no_rule,Порогов ролей не достиг; требуется контекст. Вход seed неполон. Вход: 1/47000 KZT; выход: 1/5000 KZT; k=0.11; depth=0.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.4435053380782918,0.7704626334519573,0.020000000000000004,0.414541,"P=0.415: оборот 0.44×0.4, связи 0.77×0.3, роль 0.02×0.3. Порогов ролей не достиг; требуется контекст. Вход seed неполон. Вход: 1/47000 KZT; выход: 1/5000 KZT; k=0.11; depth=0."
100000004200745100,1,0,130000.0,0.0,0.0,4,False,True,11,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/130000 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.6263345195729537,0.6258896797153025,0.010000000000000002,0.441301,"P=0.441: оборот 0.63×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/130000 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000004206046100,1,0,11075.0,0.0,0.0,1,False,False,4,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/11075 KZT; выход: 0/0 KZT; k=0.00; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.10008896797153025,0.6258896797153025,0.025,0.235302,"P=0.235: оборот 0.10×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/11075 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000004209339100,1,2,138500.0,238500.0,1.7220216606498195,2,False,False,10,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/138500 KZT; выход: 2/238500 KZT; k=1.72; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.8149466192170819,0.8514234875444839,0.025,0.588906,"P=0.589: оборот 0.81×0.4, связи 0.85×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/138500 KZT; выход: 2/238500 KZT; k=1.72; depth=2."
100000004213658100,1,0,25347.0,0.0,0.0,1,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/25347 KZT; выход: 0/0 KZT; k=0.00; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.2682384341637011,0.6258896797153025,0.025,0.302562,"P=0.303: оборот 0.27×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/25347 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000004217419100,2,1,118200.0,7700.0,0.06514382402707276,3,False,False,6,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 2/118200 KZT; выход: 1/7700 KZT; k=0.07; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.6223309608540926,0.8514234875444839,0.025,0.511859,"P=0.512: оборот 0.62×0.4, связи 0.85×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 2/118200 KZT; выход: 1/7700 KZT; k=0.07; depth=3."
100000004218576100,1,0,26144.0,0.0,0.0,1,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/26144 KZT; выход: 0/0 KZT; k=0.00; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.273576512455516,0.6258896797153025,0.025,0.304698,"P=0.305: оборот 0.27×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/26144 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000004221668100,4,3,1128300.0,731440.0,0.6482673047948241,2,False,False,27,coordinator,0.65,coordinator_both_sides,Гипотеза связующего узла. Вход: 4/1128300 KZT; выход: 3/731440 KZT; k=0.65; depth=2.,"in_deg≥3, out_deg≥3, оборот≥1441669.75 KZT (Q95)",0.9653024911032029,0.9435053380782918,0.65,0.864173,"P=0.864: оборот 0.97×0.4, связи 0.94×0.3, роль 0.65×0.3. Гипотеза связующего узла. Вход: 4/1128300 KZT; выход: 3/731440 KZT; k=0.65; depth=2."
100000004222274100,1,0,15500.0,0.0,0.0,4,False,True,1,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/15500 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.14768683274021352,0.6258896797153025,0.010000000000000002,0.249842,"P=0.250: оборот 0.15×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/15500 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000004225615100,1,0,90000.0,0.0,0.0,2,False,False,9,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/90000 KZT; выход: 0/0 KZT; k=0.00; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.5529359430604982,0.6258896797153025,0.025,0.416441,"P=0.416: оборот 0.55×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/90000 KZT; выход: 0/0 KZT; k=0.00; depth=2."
100000004226848100,1,0,301866.0,0.0,0.0,1,False,False,3,terminal,0.5,observed_terminal,Гипотеза конечного получения. Вход: 1/301866 KZT; выход: 0/0 KZT; k=0.00; depth=1.,не seed; depth<4; out_deg=0; in_kzt≥166819.70 (Q75 положительных входов); предыдущие правила не сработали,0.7824733096085409,0.6258896797153025,0.25,0.575756,"P=0.576: оборот 0.78×0.4, связи 0.63×0.3, роль 0.25×0.3. Гипотеза конечного получения. Вход: 1/301866 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000004232712100,1,0,12500.0,0.0,0.0,4,False,True,7,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/12500 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.11165480427046263,0.6258896797153025,0.010000000000000002,0.235429,"P=0.235: оборот 0.11×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/12500 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000004235471100,1,0,180000.0,0.0,0.0,4,False,True,7,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/180000 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.6890569395017794,0.6258896797153025,0.010000000000000002,0.46639,"P=0.466: оборот 0.69×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/180000 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000004241142100,1,0,27102.0,0.0,0.0,4,False,True,1,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/27102 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.2878113879003559,0.6258896797153025,0.010000000000000002,0.305891,"P=0.306: оборот 0.29×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/27102 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000004254434100,1,0,44445.0,0.0,0.0,1,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/44445 KZT; выход: 0/0 KZT; k=0.00; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.38923487544483987,0.6258896797153025,0.025,0.350961,"P=0.351: оборот 0.39×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/44445 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000004257714100,1,0,52220.0,0.0,0.0,3,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/52220 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.44483985765124556,0.6258896797153025,0.025,0.373203,"P=0.373: оборот 0.44×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/52220 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000004260869100,1,0,10000.0,0.0,0.0,4,False,True,4,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/10000 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.09208185053380782,0.6258896797153025,0.010000000000000002,0.2276,"P=0.228: оборот 0.09×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/10000 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000004261340100,1,0,48500.0,0.0,0.0,4,False,True,1,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/48500 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.41548042704626337,0.6258896797153025,0.010000000000000002,0.356959,"P=0.357: оборот 0.42×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/48500 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000004263867100,1,0,9000.0,0.0,0.0,4,False,True,19,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/9000 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.06138790035587188,0.6258896797153025,0.010000000000000002,0.215322,"P=0.215: оборот 0.06×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/9000 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000004265639100,1,0,10000.0,0.0,0.0,4,False,True,6,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/10000 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.09208185053380782,0.6258896797153025,0.010000000000000002,0.2276,"P=0.228: оборот 0.09×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/10000 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000004268036100,1,0,5500.0,0.0,0.0,4,False,True,19,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/5500 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.03113879003558719,0.6258896797153025,0.010000000000000002,0.203222,"P=0.203: оборот 0.03×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/5500 KZT; выход: 0/0 KZT; k=0.00; depth=4."
