gid,in_deg,out_deg,in_kzt,out_kzt,pass_through,depth,is_seed,truncated_by_depth,cluster_id,role,role_score,rule_id,evidence,rule_description,priority_turnover,priority_degree,priority_role,priority_score,why
100000000594783100,1,2,2635000.0,152500.0,0.05787476280834915,3,False,False,23,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/2635000 KZT; выход: 2/152500 KZT; k=0.06; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.9822064056939501,0.8514234875444839,0.025,0.65581,"P=0.656: оборот 0.98×0.4, связи 0.85×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/2635000 KZT; выход: 2/152500 KZT; k=0.06; depth=3."
100000000596954100,1,2,120000.0,48100.0,0.4008333333333333,2,False,False,3,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/120000 KZT; выход: 2/48100 KZT; k=0.40; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.6783807829181495,0.8514234875444839,0.025,0.534279,"P=0.534: оборот 0.68×0.4, связи 0.85×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/120000 KZT; выход: 2/48100 KZT; k=0.40; depth=2."
100000000600707100,1,0,89000.0,0.0,0.0,4,False,True,37,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/89000 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.5475978647686833,0.6258896797153025,0.010000000000000002,0.409806,"P=0.410: оборот 0.55×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/89000 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000000607731100,1,1,20000.0,66666.0,3.3333,1,False,False,29,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/20000 KZT; выход: 1/66666 KZT; k=3.33; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.5427046263345195,0.7704626334519573,0.025,0.455721,"P=0.456: оборот 0.54×0.4, связи 0.77×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/20000 KZT; выход: 1/66666 KZT; k=3.33; depth=1."
100000000607941100,2,1,50000.0,70000.0,1.4,2,False,False,4,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 2/50000 KZT; выход: 1/70000 KZT; k=1.40; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.6169928825622776,0.8514234875444839,0.025,0.509724,"P=0.510: оборот 0.62×0.4, связи 0.85×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 2/50000 KZT; выход: 1/70000 KZT; k=1.40; depth=2."
100000000608031100,1,0,30000.0,0.0,0.0,4,False,True,16,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/30000 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.31494661921708184,0.6258896797153025,0.010000000000000002,0.316746,"P=0.317: оборот 0.31×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/30000 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000000611474100,1,0,32000.0,0.0,0.0,3,False,False,22,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/32000 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.3291814946619217,0.6258896797153025,0.025,0.32694,"P=0.327: оборот 0.33×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/32000 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000000625169100,1,0,10000.0,0.0,0.0,2,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/10000 KZT; выход: 0/0 KZT; k=0.00; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.09208185053380782,0.6258896797153025,0.025,0.2321,"P=0.232: оборот 0.09×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/10000 KZT; выход: 0/0 KZT; k=0.00; depth=2."
100000000627521100,1,0,6500.0,0.0,0.0,4,False,True,40,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/6500 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.04092526690391459,0.6258896797153025,0.010000000000000002,0.207137,"P=0.207: оборот 0.04×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/6500 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000000629812100,2,0,22000.0,0.0,0.0,2,False,False,54,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 2/22000 KZT; выход: 0/0 KZT; k=0.00; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.22909252669039146,0.7704626334519573,0.025,0.330276,"P=0.330: оборот 0.23×0.4, связи 0.77×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 2/22000 KZT; выход: 0/0 KZT; k=0.00; depth=2."
100000000634341100,1,0,24000.0,0.0,0.0,4,False,True,1,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/24000 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.25,0.6258896797153025,0.010000000000000002,0.290767,"P=0.291: оборот 0.25×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/24000 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000000640800100,1,4,80000.0,518135.0,6.4766875,3,False,False,6,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/80000 KZT; выход: 4/518135 KZT; k=6.48; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.8838967971530249,0.9123665480427047,0.025,0.634769,"P=0.635: оборот 0.88×0.4, связи 0.91×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/80000 KZT; выход: 4/518135 KZT; k=6.48; depth=3."
100000000646541100,3,0,25300.0,0.0,0.0,2,False,False,1,consolidator,0.7,many_in_low_out,Гипотеза консолидации. Вход: 3/25300 KZT; выход: 0/0 KZT; k=0.00; depth=2.,не seed; in_deg≥3; k≤0.5; предыдущие правила не сработали,0.2677935943060498,0.8514234875444839,0.595,0.541044,"P=0.541: оборот 0.27×0.4, связи 0.85×0.3, роль 0.59×0.3. Гипотеза консолидации. Вход: 3/25300 KZT; выход: 0/0 KZT; k=0.00; depth=2."
100000000655469100,1,0,20000.0,0.0,0.0,4,False,True,21,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/20000 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.2157473309608541,0.6258896797153025,0.010000000000000002,0.277066,"P=0.277: оборот 0.22×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/20000 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000000656682100,1,2,71000.0,80000.0,1.1267605633802817,3,False,False,1,transit,0.6,balanced_observed_flow,Гипотеза транзита. Вход: 1/71000 KZT; выход: 2/80000 KZT; k=1.13; depth=3.,"не seed; in_deg>0, out_deg>0; 0.8≤k≤1.2; предыдущие правила не сработали",0.6552491103202847,0.8514234875444839,0.39,0.634527,"P=0.635: оборот 0.66×0.4, связи 0.85×0.3, роль 0.39×0.3. Гипотеза транзита. Вход: 1/71000 KZT; выход: 2/80000 KZT; k=1.13; depth=3."
100000000661131100,1,0,15600.0,0.0,0.0,3,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/15600 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.15169039145907473,0.6258896797153025,0.025,0.255943,"P=0.256: оборот 0.15×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/15600 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000000661912100,5,2,393036.0,430700.0,1.0958283719557496,1,False,False,1,transit,0.6,balanced_observed_flow,Гипотеза транзита. Вход: 5/393036 KZT; выход: 2/430700 KZT; k=1.10; depth=1.,"не seed; in_deg>0, out_deg>0; 0.8≤k≤1.2; предыдущие правила не сработали",0.9114768683274022,0.9435053380782918,0.39,0.764642,"P=0.765: оборот 0.91×0.4, связи 0.94×0.3, роль 0.39×0.3. Гипотеза транзита. Вход: 5/393036 KZT; выход: 2/430700 KZT; k=1.10; depth=1."
100000000667713100,2,6,119495.0,79236.0,0.663090505878907,1,False,False,4,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 2/119495 KZT; выход: 6/79236 KZT; k=0.66; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.7059608540925267,0.9555160142348754,0.025,0.576539,"P=0.577: оборот 0.71×0.4, связи 0.96×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 2/119495 KZT; выход: 6/79236 KZT; k=0.66; depth=1."
100000000673868100,1,5,2030650.0,383000.0,0.18860955851574618,3,False,False,30,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/2030650 KZT; выход: 5/383000 KZT; k=0.19; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.9764234875444839,0.9314946619217082,0.025,0.677518,"P=0.678: оборот 0.98×0.4, связи 0.93×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/2030650 KZT; выход: 5/383000 KZT; k=0.19; depth=3."
100000000673915100,1,0,20200.0,0.0,0.0,4,False,True,36,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/20200 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.21708185053380782,0.6258896797153025,0.010000000000000002,0.2776,"P=0.278: оборот 0.22×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/20200 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000000703894100,1,1,120000.0,35000.0,0.2916666666666667,1,False,False,29,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/120000 KZT; выход: 1/35000 KZT; k=0.29; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.6628113879003559,0.7704626334519573,0.025,0.503763,"P=0.504: оборот 0.66×0.4, связи 0.77×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/120000 KZT; выход: 1/35000 KZT; k=0.29; depth=1."
